2022-10-25 21:34:59 startup archives install
2022-10-25 21:35:44 status half-configured nano:amd64 6.2-1
2022-10-25 21:35:44 status installed nano:amd64 6.2-1
2022-10-25 21:35:44 configure libpci3:amd64 1:3.7.0-6 <none>
2022-10-25 21:35:44 status unpacked libpci3:amd64 1:3.7.0-6
2022-10-25 21:35:44 status half-configured libpci3:amd64 1:3.7.0-6
2022-10-25 21:35:44 status installed libpci3:amd64 1:3.7.0-6
2022-10-25 21:35:44 configure libnuma1:amd64 2.0.14-3ubuntu2 <none>
2022-10-25 21:35:44 status unpacked libnuma1:amd64 2.0.14-3ubuntu2
2022-10-25 21:35:44 status half-configured libnuma1:amd64 2.0.14-3ubuntu2
2022-10-25 21:35:44 status installed libnuma1:amd64 2.0.14-3ubuntu2
2022-10-25 21:35:44 configure uuid-runtime:amd64 2.37.2-4ubuntu3 <none>
2022-10-25 21:35:44 status unpacked uuid-runtime:amd64 2.37.2-4ubuntu3
2022-10-25 21:35:44 status half-configured uuid-runtime:amd64 2.37.2-4ubuntu3
2022-10-25 21:35:44 status installed uuid-runtime:amd64 2.37.2-4ubuntu3
2022-10-25 21:35:44 configure libnfnetlink0:amd64 1.0.1-3build3 <none>
2022-10-25 21:35:44 status unpacked libnfnetlink0:amd64 1.0.1-3build3
2022-10-25 21:35:44 status half-configured libnfnetlink0:amd64 1.0.1-3build3
2022-10-25 21:35:44 status installed libnfnetlink0:amd64 1.0.1-3build3
2022-10-25 21:35:44 configure libplymouth5:amd64 0.9.5+git20211018-1ubuntu3 <none>
2022-10-25 21:35:44 status unpacked libplymouth5:amd64 0.9.5+git20211018-1ubuntu3
2022-10-25 21:35:44 status half-configured libplymouth5:amd64 0.9.5+git20211018-1ubuntu3
2022-10-25 21:35:44 status installed libplymouth5:amd64 0.9.5+git20211018-1ubuntu3
2022-10-25 21:35:44 configure libuchardet0:amd64 0.0.7-1build2 <none>
2022-10-25 21:35:44 status unpacked libuchardet0:amd64 0.0.7-1build2
2022-10-25 21:35:44 status half-configured libuchardet0:amd64 0.0.7-1build2
2022-10-25 21:35:44 status installed libuchardet0:amd64 0.0.7-1build2
2022-10-25 21:35:44 configure libnl-3-200:amd64 3.5.0-0.1 <none>
2022-10-25 21:35:44 status unpacked libnl-3-200:amd64 3.5.0-0.1
2022-10-25 21:35:44 status half-configured libnl-3-200:amd64 3.5.0-0.1
2022-10-25 21:35:44 status installed libnl-3-200:amd64 3.5.0-0.1
2022-10-25 21:35:44 configure show-motd:all 3.10 <none>
2022-10-25 21:35:44 status unpacked show-motd:all 3.10
2022-10-25 21:35:44 status half-configured show-motd:all 3.10
2022-10-25 21:35:44 status installed show-motd:all 3.10
2022-10-25 21:35:44 configure gpgconf:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:44 status unpacked gpgconf:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:44 status half-configured gpgconf:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:44 status installed gpgconf:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:44 configure python3-httplib2:all 0.20.2-2 <none>
2022-10-25 21:35:44 status unpacked python3-httplib2:all 0.20.2-2
2022-10-25 21:35:44 status half-configured python3-httplib2:all 0.20.2-2
2022-10-25 21:35:44 status installed python3-httplib2:all 0.20.2-2
2022-10-25 21:35:44 configure git-man:all 1:2.34.1-1ubuntu1.5 <none>
2022-10-25 21:35:44 status unpacked git-man:all 1:2.34.1-1ubuntu1.5
2022-10-25 21:35:44 status half-configured git-man:all 1:2.34.1-1ubuntu1.5
2022-10-25 21:35:44 status installed git-man:all 1:2.34.1-1ubuntu1.5
2022-10-25 21:35:44 configure libx11-6:amd64 2:1.7.5-1 <none>
2022-10-25 21:35:44 status unpacked libx11-6:amd64 2:1.7.5-1
2022-10-25 21:35:44 status half-configured libx11-6:amd64 2:1.7.5-1
2022-10-25 21:35:44 status installed libx11-6:amd64 2:1.7.5-1
2022-10-25 21:35:44 configure libusb-1.0-0:amd64 2:1.0.25-1ubuntu2 <none>
2022-10-25 21:35:44 status unpacked libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2022-10-25 21:35:44 status half-configured libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2022-10-25 21:35:44 status installed libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2022-10-25 21:35:44 configure libstemmer0d:amd64 2.2.0-1build1 <none>
2022-10-25 21:35:44 status unpacked libstemmer0d:amd64 2.2.0-1build1
2022-10-25 21:35:44 status half-configured libstemmer0d:amd64 2.2.0-1build1
2022-10-25 21:35:44 status installed libstemmer0d:amd64 2.2.0-1build1
2022-10-25 21:35:44 configure tnftp:amd64 20210827-4build1 <none>
2022-10-25 21:35:44 status unpacked tnftp:amd64 20210827-4build1
2022-10-25 21:35:44 status half-configured tnftp:amd64 20210827-4build1
2022-10-25 21:35:44 status installed tnftp:amd64 20210827-4build1
2022-10-25 21:35:44 configure dmidecode:amd64 3.3-3ubuntu0.1 <none>
2022-10-25 21:35:44 status unpacked dmidecode:amd64 3.3-3ubuntu0.1
2022-10-25 21:35:44 status half-configured dmidecode:amd64 3.3-3ubuntu0.1
2022-10-25 21:35:44 status installed dmidecode:amd64 3.3-3ubuntu0.1
2022-10-25 21:35:44 configure libbinutils:amd64 2.38-4ubuntu2 <none>
2022-10-25 21:35:44 status unpacked libbinutils:amd64 2.38-4ubuntu2
2022-10-25 21:35:44 status half-configured libbinutils:amd64 2.38-4ubuntu2
2022-10-25 21:35:44 status installed libbinutils:amd64 2.38-4ubuntu2
2022-10-25 21:35:44 configure vim-runtime:all 2:8.2.3995-1ubuntu2.1 <none>
2022-10-25 21:35:44 status unpacked vim-runtime:all 2:8.2.3995-1ubuntu2.1
2022-10-25 21:35:44 status half-configured vim-runtime:all 2:8.2.3995-1ubuntu2.1
2022-10-25 21:35:44 status installed vim-runtime:all 2:8.2.3995-1ubuntu2.1
2022-10-25 21:35:45 configure libfido2-1:amd64 1.10.0-1 <none>
2022-10-25 21:35:45 status unpacked libfido2-1:amd64 1.10.0-1
2022-10-25 21:35:45 status half-configured libfido2-1:amd64 1.10.0-1
2022-10-25 21:35:45 status installed libfido2-1:amd64 1.10.0-1
2022-10-25 21:35:45 configure libdrm-common:all 2.4.110-1ubuntu1 <none>
2022-10-25 21:35:45 status unpacked libdrm-common:all 2.4.110-1ubuntu1
2022-10-25 21:35:45 status half-configured libdrm-common:all 2.4.110-1ubuntu1
2022-10-25 21:35:45 status installed libdrm-common:all 2.4.110-1ubuntu1
2022-10-25 21:35:45 configure run-one:all 1.17-0ubuntu1 <none>
2022-10-25 21:35:45 status unpacked run-one:all 1.17-0ubuntu1
2022-10-25 21:35:45 status half-configured run-one:all 1.17-0ubuntu1
2022-10-25 21:35:45 status installed run-one:all 1.17-0ubuntu1
2022-10-25 21:35:45 configure python3-distro-info:all 1.1build1 <none>
2022-10-25 21:35:45 status unpacked python3-distro-info:all 1.1build1
2022-10-25 21:35:45 status half-configured python3-distro-info:all 1.1build1
2022-10-25 21:35:45 status installed python3-distro-info:all 1.1build1
2022-10-25 21:35:45 configure publicsuffix:all 20211207.1025-1 <none>
2022-10-25 21:35:45 status unpacked publicsuffix:all 20211207.1025-1
2022-10-25 21:35:45 status half-configured publicsuffix:all 20211207.1025-1
2022-10-25 21:35:45 status installed publicsuffix:all 20211207.1025-1
2022-10-25 21:35:45 configure tmux:amd64 3.2a-4build1 <none>
2022-10-25 21:35:45 status unpacked tmux:amd64 3.2a-4build1
2022-10-25 21:35:45 status half-configured tmux:amd64 3.2a-4build1
2022-10-25 21:35:45 status installed tmux:amd64 3.2a-4build1
2022-10-25 21:35:45 configure libxmuu1:amd64 2:1.1.3-3 <none>
2022-10-25 21:35:45 status unpacked libxmuu1:amd64 2:1.1.3-3
2022-10-25 21:35:45 status half-configured libxmuu1:amd64 2:1.1.3-3
2022-10-25 21:35:45 status installed libxmuu1:amd64 2:1.1.3-3
2022-10-25 21:35:45 configure info:amd64 6.8-4build1 <none>
2022-10-25 21:35:45 status unpacked info:amd64 6.8-4build1
2022-10-25 21:35:45 status half-configured info:amd64 6.8-4build1
2022-10-25 21:35:45 status installed info:amd64 6.8-4build1
2022-10-25 21:35:45 configure gpg:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:45 status unpacked gpg:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 status half-configured gpg:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 status installed gpg:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 configure libpolkit-gobject-1-0:amd64 0.105-33 <none>
2022-10-25 21:35:45 status unpacked libpolkit-gobject-1-0:amd64 0.105-33
2022-10-25 21:35:45 status half-configured libpolkit-gobject-1-0:amd64 0.105-33
2022-10-25 21:35:45 status installed libpolkit-gobject-1-0:amd64 0.105-33
2022-10-25 21:35:45 configure iputils-tracepath:amd64 3:20211215-1 <none>
2022-10-25 21:35:45 status unpacked iputils-tracepath:amd64 3:20211215-1
2022-10-25 21:35:45 status half-configured iputils-tracepath:amd64 3:20211215-1
2022-10-25 21:35:45 status installed iputils-tracepath:amd64 3:20211215-1
2022-10-25 21:35:45 configure libgstreamer1.0-0:amd64 1.20.3-0ubuntu1 <none>
2022-10-25 21:35:45 status unpacked libgstreamer1.0-0:amd64 1.20.3-0ubuntu1
2022-10-25 21:35:45 status half-configured libgstreamer1.0-0:amd64 1.20.3-0ubuntu1
2022-10-25 21:35:45 status installed libgstreamer1.0-0:amd64 1.20.3-0ubuntu1
2022-10-25 21:35:45 configure rsync:amd64 3.2.3-8ubuntu3 <none>
2022-10-25 21:35:45 status unpacked rsync:amd64 3.2.3-8ubuntu3
2022-10-25 21:35:45 status half-configured rsync:amd64 3.2.3-8ubuntu3
2022-10-25 21:35:45 status installed rsync:amd64 3.2.3-8ubuntu3
2022-10-25 21:35:45 configure python3-systemd:amd64 234-3ubuntu2 <none>
2022-10-25 21:35:45 status unpacked python3-systemd:amd64 234-3ubuntu2
2022-10-25 21:35:45 status half-configured python3-systemd:amd64 234-3ubuntu2
2022-10-25 21:35:45 status installed python3-systemd:amd64 234-3ubuntu2
2022-10-25 21:35:45 configure python3-cffi-backend:amd64 1.15.0-1build2 <none>
2022-10-25 21:35:45 status unpacked python3-cffi-backend:amd64 1.15.0-1build2
2022-10-25 21:35:45 status half-configured python3-cffi-backend:amd64 1.15.0-1build2
2022-10-25 21:35:45 status installed python3-cffi-backend:amd64 1.15.0-1build2
2022-10-25 21:35:45 configure libgdbm6:amd64 1.23-1 <none>
2022-10-25 21:35:45 status unpacked libgdbm6:amd64 1.23-1
2022-10-25 21:35:45 status half-configured libgdbm6:amd64 1.23-1
2022-10-25 21:35:45 status installed libgdbm6:amd64 1.23-1
2022-10-25 21:35:45 configure gnupg-utils:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:45 status unpacked gnupg-utils:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 status half-configured gnupg-utils:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 status installed gnupg-utils:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 configure python3-blinker:all 1.4+dfsg1-0.4 <none>
2022-10-25 21:35:45 status unpacked python3-blinker:all 1.4+dfsg1-0.4
2022-10-25 21:35:45 status half-configured python3-blinker:all 1.4+dfsg1-0.4
2022-10-25 21:35:45 status installed python3-blinker:all 1.4+dfsg1-0.4
2022-10-25 21:35:45 configure libctf0:amd64 2.38-4ubuntu2 <none>
2022-10-25 21:35:45 status unpacked libctf0:amd64 2.38-4ubuntu2
2022-10-25 21:35:45 status half-configured libctf0:amd64 2.38-4ubuntu2
2022-10-25 21:35:45 status installed libctf0:amd64 2.38-4ubuntu2
2022-10-25 21:35:45 configure pinentry-curses:amd64 1.1.1-1build2 <none>
2022-10-25 21:35:45 status unpacked pinentry-curses:amd64 1.1.1-1build2
2022-10-25 21:35:45 status half-configured pinentry-curses:amd64 1.1.1-1build2
2022-10-25 21:35:45 status installed pinentry-curses:amd64 1.1.1-1build2
2022-10-25 21:35:45 configure byobu:all 5.133-1 <none>
2022-10-25 21:35:45 status unpacked byobu:all 5.133-1
2022-10-25 21:35:45 status half-configured byobu:all 5.133-1
2022-10-25 21:35:45 status installed byobu:all 5.133-1
2022-10-25 21:35:45 configure tcpdump:amd64 4.99.1-3build2 <none>
2022-10-25 21:35:45 status unpacked tcpdump:amd64 4.99.1-3build2
2022-10-25 21:35:45 status half-configured tcpdump:amd64 4.99.1-3build2
2022-10-25 21:35:45 status installed tcpdump:amd64 4.99.1-3build2
2022-10-25 21:35:45 configure libnftables1:amd64 1.0.2-1ubuntu3 <none>
2022-10-25 21:35:45 status unpacked libnftables1:amd64 1.0.2-1ubuntu3
2022-10-25 21:35:45 status half-configured libnftables1:amd64 1.0.2-1ubuntu3
2022-10-25 21:35:45 status installed libnftables1:amd64 1.0.2-1ubuntu3
2022-10-25 21:35:45 configure vim:amd64 2:8.2.3995-1ubuntu2.1 <none>
2022-10-25 21:35:45 status unpacked vim:amd64 2:8.2.3995-1ubuntu2.1
2022-10-25 21:35:45 status half-configured vim:amd64 2:8.2.3995-1ubuntu2.1
2022-10-25 21:35:45 status installed vim:amd64 2:8.2.3995-1ubuntu2.1
2022-10-25 21:35:45 configure gpg-agent:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:45 status unpacked gpg-agent:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:45 status half-configured gpg-agent:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 status installed gpg-agent:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 configure nftables:amd64 1.0.2-1ubuntu3 <none>
2022-10-25 21:35:46 status unpacked nftables:amd64 1.0.2-1ubuntu3
2022-10-25 21:35:46 status half-configured nftables:amd64 1.0.2-1ubuntu3
2022-10-25 21:35:46 status installed nftables:amd64 1.0.2-1ubuntu3
2022-10-25 21:35:46 configure irqbalance:amd64 1.8.0-1build1 <none>
2022-10-25 21:35:46 status unpacked irqbalance:amd64 1.8.0-1build1
2022-10-25 21:35:46 status half-configured irqbalance:amd64 1.8.0-1build1
2022-10-25 21:35:46 status installed irqbalance:amd64 1.8.0-1build1
2022-10-25 21:35:46 configure python3-importlib-metadata:all 4.6.4-1 <none>
2022-10-25 21:35:46 status unpacked python3-importlib-metadata:all 4.6.4-1
2022-10-25 21:35:46 status half-configured python3-importlib-metadata:all 4.6.4-1
2022-10-25 21:35:46 status installed python3-importlib-metadata:all 4.6.4-1
2022-10-25 21:35:46 configure squashfs-tools:amd64 1:4.5-3build1 <none>
2022-10-25 21:35:46 status unpacked squashfs-tools:amd64 1:4.5-3build1
2022-10-25 21:35:46 status half-configured squashfs-tools:amd64 1:4.5-3build1
2022-10-25 21:35:46 status installed squashfs-tools:amd64 1:4.5-3build1
2022-10-25 21:35:46 configure bind9-libs:amd64 1:9.18.1-1ubuntu1.2 <none>
2022-10-25 21:35:46 status unpacked bind9-libs:amd64 1:9.18.1-1ubuntu1.2
2022-10-25 21:35:46 status half-configured bind9-libs:amd64 1:9.18.1-1ubuntu1.2
2022-10-25 21:35:46 status installed bind9-libs:amd64 1:9.18.1-1ubuntu1.2
2022-10-25 21:35:46 configure python3-gdbm:amd64 3.10.6-1~22.04 <none>
2022-10-25 21:35:46 status unpacked python3-gdbm:amd64 3.10.6-1~22.04
2022-10-25 21:35:46 status half-configured python3-gdbm:amd64 3.10.6-1~22.04
2022-10-25 21:35:46 status installed python3-gdbm:amd64 3.10.6-1~22.04
2022-10-25 21:35:46 configure openssh-client:amd64 1:8.9p1-3 <none>
2022-10-25 21:35:46 status unpacked openssh-client:amd64 1:8.9p1-3
2022-10-25 21:35:46 status half-configured openssh-client:amd64 1:8.9p1-3
2022-10-25 21:35:46 status installed openssh-client:amd64 1:8.9p1-3
2022-10-25 21:35:46 configure gpgsm:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:46 status unpacked gpgsm:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 status half-configured gpgsm:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 status installed gpgsm:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 configure libxext6:amd64 2:1.3.4-1build1 <none>
2022-10-25 21:35:46 status unpacked libxext6:amd64 2:1.3.4-1build1
2022-10-25 21:35:46 status half-configured libxext6:amd64 2:1.3.4-1build1
2022-10-25 21:35:46 status installed libxext6:amd64 2:1.3.4-1build1
2022-10-25 21:35:46 configure screen:amd64 4.9.0-1 <none>
2022-10-25 21:35:46 status unpacked screen:amd64 4.9.0-1
2022-10-25 21:35:46 status half-configured screen:amd64 4.9.0-1
2022-10-25 21:35:46 status installed screen:amd64 4.9.0-1
2022-10-25 21:35:46 configure usbutils:amd64 1:014-1build1 <none>
2022-10-25 21:35:46 status unpacked usbutils:amd64 1:014-1build1
2022-10-25 21:35:46 status half-configured usbutils:amd64 1:014-1build1
2022-10-25 21:35:46 status installed usbutils:amd64 1:014-1build1
2022-10-25 21:35:46 configure libldap-2.5-0:amd64 2.5.13+dfsg-0ubuntu0.22.04.1 <none>
2022-10-25 21:35:46 status unpacked libldap-2.5-0:amd64 2.5.13+dfsg-0ubuntu0.22.04.1
2022-10-25 21:35:46 status half-configured libldap-2.5-0:amd64 2.5.13+dfsg-0ubuntu0.22.04.1
2022-10-25 21:35:46 status installed libldap-2.5-0:amd64 2.5.13+dfsg-0ubuntu0.22.04.1
2022-10-25 21:35:46 configure dirmngr:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:46 status unpacked dirmngr:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 status half-configured dirmngr:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 status installed dirmngr:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:46 configure unattended-upgrades:all 2.8ubuntu1 <none>
2022-10-25 21:35:46 status unpacked unattended-upgrades:all 2.8ubuntu1
2022-10-25 21:35:46 status half-configured unattended-upgrades:all 2.8ubuntu1
2022-10-25 21:35:47 status installed unattended-upgrades:all 2.8ubuntu1
2022-10-25 21:35:47 configure python3-cryptography:amd64 3.4.8-1ubuntu2 <none>
2022-10-25 21:35:47 status unpacked python3-cryptography:amd64 3.4.8-1ubuntu2
2022-10-25 21:35:47 status half-configured python3-cryptography:amd64 3.4.8-1ubuntu2
2022-10-25 21:35:47 status installed python3-cryptography:amd64 3.4.8-1ubuntu2
2022-10-25 21:35:47 configure python3-commandnotfound:all 22.04.0 <none>
2022-10-25 21:35:47 status unpacked python3-commandnotfound:all 22.04.0
2022-10-25 21:35:47 status half-configured python3-commandnotfound:all 22.04.0
2022-10-25 21:35:47 status installed python3-commandnotfound:all 22.04.0
2022-10-25 21:35:47 configure ftp:all 20210827-4build1 <none>
2022-10-25 21:35:47 status unpacked ftp:all 20210827-4build1
2022-10-25 21:35:47 status half-configured ftp:all 20210827-4build1
2022-10-25 21:35:47 status installed ftp:all 20210827-4build1
2022-10-25 21:35:47 configure libgdbm-compat4:amd64 1.23-1 <none>
2022-10-25 21:35:47 status unpacked libgdbm-compat4:amd64 1.23-1
2022-10-25 21:35:47 status half-configured libgdbm-compat4:amd64 1.23-1
2022-10-25 21:35:47 status installed libgdbm-compat4:amd64 1.23-1
2022-10-25 21:35:47 configure pciutils:amd64 1:3.7.0-6 <none>
2022-10-25 21:35:47 status unpacked pciutils:amd64 1:3.7.0-6
2022-10-25 21:35:47 status half-configured pciutils:amd64 1:3.7.0-6
2022-10-25 21:35:47 status installed pciutils:amd64 1:3.7.0-6
2022-10-25 21:35:47 configure gpg-wks-server:amd64 2.2.27-3ubuntu2.1 <none>
2022-10-25 21:35:47 status unpacked gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:47 status half-configured gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:47 status installed gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2022-10-25 21:35:47 configure libparted2:amd64 3.4-2build1 <none>
2022-10-25 21:35:47 status unpacked libparted2:amd64 3.4-2build1
2022-10-25 21:35:47 status half-configured libparted2:amd64 3.4-2build1
2022-10-25 21:35:47 status installed libparted2:amd64 3.4-2build1
2022-10-25 21:35:47 configure libdrm2:amd64 2.4.110-1ubuntu1 <none>
2022-10-25 21:35:47 status unpacked libdrm2:amd64 2.4.110-1ubuntu1
2022-10-25 21:35:47 status half-configured libdrm2:amd64 2.4.110-1ubuntu1
2022-10-25 21:35:47 status installed libdrm2:amd64 2.4.110-1ubuntu1
2022-10-25 21:35:47 configure xauth:amd64 1:1.1-1build2 <none>
2022-10-25 21:35:47 status unpacked xauth:amd64 1:1.1-1build2
2022-10-25 21:35:47 status half-configured xauth:amd64 1:1.1-1build2
2022-10-25 21:35:47 status installed xauth:amd64 1:1.1-1build2
2022-10-25 21:35:47 configure libnetfilter-conntrack3:amd64 1.0.9-1 <none>
2022-10-25 21:35:47 status unpacked libnetfilter-conntrack3:amd64 1.0.9-1
2022-10-25 21:35:47 status half-configured libnetfilter-conntrack3:amd64 1.0.9-1
2022-10-25 21:35:47 status installed libnetfilter-conntrack3:amd64 1.0.9-1
2022-10-25 21:35:47 configure groff-base:amd64 1.22.4-8build1 <none>
2022-10-25 21:35:47 status unpacked groff-base:amd64 1.22.4-8build1
2022-10-25 21:35:47 status half-configured groff-base:amd64 1.22.4-8build1
2022-10-25 21:35:47 status installed groff-base:amd64 1.22.4-8build1
2022-10-25 21:35:47 configure dbus-x11:amd64 1.12.20-2ubuntu4 <none>
2022-10-25 21:35:47 status unpacked dbus-x11:amd64 1.12.20-2ubuntu4
2022-10-25 21:35:47 status half-configured dbus-x11:amd64 1.12.20-2ubuntu4
2022-10-25 21:35:47 status installed dbus-x11:amd64 1.12.20-2ubuntu4
2022-10-25 21:35:47 configure libnl-genl-3-200:amd64 3.5.0-0.1 <none>
2022-10-25 21:35:47 status unpacked libnl-genl-3-200:amd64 3.5.0-0.1
2022-10-25 21:35:47 status half-configured libnl-genl-3-200:amd64 3.5.0-0.1
2022-10-25 21:35:47 status installed libnl-genl-3-200:amd64 3.5.0-0.1
2022-10-25 21:35:47 configure libcurl4:amd64 7.81.0-1ubuntu1.4 <none>
2022-10-25 21:35:47 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.4
2022-10-25 21:35:47 status half-configured libcurl4:amd64 7.81.0-1ubuntu1.4
2022-10-25 21:35:47 status installed libcurl4:amd64 7.81.0-1ubuntu1.4
2022-10-25 21:35:47 configure libpolkit-agent-1-0:amd64 0.105-33 <none>
2022-10-25 21:35:47 status unpacked libpolkit-agent-1-0:amd64 0.105-33
2022-10-25 21:35:47 status half-configured libpolkit-agent-1-0:amd64 0.105-33
2022-10-25 21:35:47 status installed libpolkit-agent-1-0:amd64 0.105-33
